热门游戏;http://game.html5.qq.com/?ch=001401;http://game.html5.qq.com
热门视频;http://v.html5.qq.com/?ch=001401;http://v.html5.qq.com
腾讯网;http://info.3g.qq.com/g/s?aid=index&g_ut=3&g_f=6484;http://3g.qq.com
QQ空间;http://m.qzone.com;http://m.qzone.com
腾讯视频;http://m.v.qq.com/index.html?ptag=tencentzhuanqu;http://m.v.qq.com
QQ书城;http://ebook12.3g.qq.com/?g_f=5198;http://ebook12.3g.qq.com
腾讯文学;http://ubook.qq.com/?g_f=22820;http://ubook.qq.com
QQ彩票;http://m.888.qq.com;http://m.888.qq.com
QQ音乐;http://m.y.qq.com/?ADTAG=qqbrowser;http://m.y.qq.com
腾讯朋友;http://f.qq.com/index.php?mod=login&act=qqweb;http://f.qq.com
超级QQ;http://sqq.3g.qq.com/?g_f=5174;http://sqq.3g.qq.com
QQ充值中心;http://chong.qq.com/tws/entra/getpanel?id=486;http://chong.qq.com/tws/entra/getpanel?id=486
QQ邮箱;http://w.mail.qq.com;http://w.mail.qq.com
QQ电影票;http://piao.qq.com/m/index.html?pvsrc=3034;http://piao.qq.com/m/index.html
QQ网购;http://m.buy.qq.com/?t=t&gcfa=11910127&_lp=1;http://m.buy.qq.com
QQ旅游;http://go.qq.com/touch/?attach=qqlvyou_122_13_3;http://go.qq.com/touch/
QQ会员;http://m.vip.qq.com;http://m.vip.qq.com
腾讯微博;http://t.3g.qq.com/g/s?aid=3gen&g_ut=2&g_f=23015;http://t.3g.qq.com
游戏地带;http://fg.html5.qq.com/index?g_from=0H0;http://fg.html5.qq.com/index
活动特权;http://act.imtt.qq.com/actcenter;http://act.imtt.qq.com/actcenter
百度;http://m.baidu.com/?from=1086k;http://m.baidu.com
百度百科;http://baike.baidu.com;http://baike.baidu.com
百度知道;http://wapiknow.baidu.com/?provider=qq;http://wapiknow.baidu.com
百度贴吧;http://wapp.baidu.com/?fr=qq_browser;http://wapp.baidu.com
百度地图;http://map.baidu.com/mobile/?third_party=qqbrowser;http://map.baidu.com/mobile
百度音乐;http://music.baidu.com?fr=qqdaohangmgd=o;http://music.baidu.com
百度旅游;http://lvyou.baidu.com;http://lvyou.baidu.com
百度随心听;http://fm.baidu.com?fr=qq;http://fm.baidu.com
百度文库;http://wk.baidu.com;http://wk.baidu.com
百度新闻;http://m.baidu.com/news?fr=qq;http://m.baidu.com/news
百度经验;http://jingyan.baidu.com;http://jingyan.baidu.com
网银专家;http://bankmaster.baidu.com;http://bankmaster.baidu.com
百度团购;http://mtuan.baidu.com;http://mtuan.baidu.com
百度阅读;http://yd.baidu.com/?from=qq;http://yd.baidu.com
新浪;http://sina.cn/?wm=5312_0010;http://www.sina.cn
优酷;http://m.youku.com;http://m.youku.com
新浪微博;http://m.weibo.cn/?wm=5312_0010;http://m.weibo.cn
凡客;http://m.vancl.com/s/r/irz2qb;http://m.vancl.com
美团网;http://r.union.meituan.com/url/visit/?a=1&key=NRgLpmQIfX9la0E1DsxPKYJud86rh5Mb&url=i.meituan.com;http://i.meituan.com
去哪儿;http://touch.qunar.com;http://touch.qunar.com
凤凰;http://wap.ifeng.com/?ch=qq1;http://i.ifeng.com
3G门户;http://wap.3g.cn/index.aspx?fr=3GTencent;http://wap.3g.cn
淘宝;http://ai.m.taobao.com/?pid=mm_26632340_7460639_24766569;http://m.taobao.com
soso;http://fwd.wap.soso.com:8080/forward.jsp?bid=406&key=;http://wap.sogou.com
17K;http://qqread.17kts.com/wap2/default.aspx;http://wap.17k.com
红袖;http://wap.hongxiu.com/?siteid=5;http://wap.hongxiu.com
纵横;http://wap.zongheng.com;http://wap.zongheng.com
塞班;http://bbs.dospy.com;http://bbs.dospy.com
机锋;http://bbs.gfan.com/mobile/index.php?type=tencent;http://bbs.gfan.com
人人网;http://m.renren.com;http://m.renren.com
豆瓣;http://www.douban.com/?nomobile=1;http://www.douban.com
开心网;http://3g.kaixin001.com;http://3g.kaixin001.com
糗事百科;http://m.qiushibaike.com/?qqmb;http://m.qiushibaike.com
前程无忧;http://m.51job.com/?partner=qq8;http://m.51job.com
京东;http://m.jd.com;http://m.jd.com
卓越;http://www.amazon.cn/gp/aw/?tag=qqbrowsergw1-23;http://www.amazon.cn
买卖宝;http://qq1.mmb.cn;http://mmb.cn
知乎;http://www.zhihu.com;http://www.zhihu.com
58同城;http://m.58.com/?utm_source=qqdhmz;http://m.58.com
百合;http://3g.baihe.com;http://3g.baihe.com
当当网;http://m.dangdang.com/touch?unionid=537-300063;http://m.dangdang.com
凤凰新闻;http://p.ifeng.com/4g/news/pnews?ch=sp_hwqq4g;http://p.ifeng.com/4g/news/
果壳;http://m.guokr.com;http://m.guokr.com
爱范儿;http://www.ifanr.com;http://www.ifanr.com
酷狗;http://m.kugou.com/qq/browser.php;http://m.kugou.com
美食天下;http://m.meishichina.com;http://m.meishichina.com
梦芭莎;http://t.moonbasa.com?cn=14829&type=0&adsiteid=10000032;http://t.moonbasa.com
搜房;http://m.soufun.com;http://m.soufun.com
携程;http://m.ctrip.com/html5/index.html?allianceid=13539&sid=436688&ouid=;http://m.ctrip.com
掌上药店;http://yaodian.manle.com/qq;http://yaodian.manle.com
易车网;http://m.yiche.com/?WT.mc_id=mqqpic;http://m.yiche.com
世纪佳缘;http://3g.jiayuan.com;http://3g.jiayuan.com
聚美优品;http://m.jumei.com/?t_lang=touch&no_footer=true&tfr=1&referer=wap_touch_wap_qq_1;http://m.jumei.com
应用宝;http://a.myapp.com/g/s?aid=index_ios&g_f=990200;http://a.myapp.com
天猫;http://m.tmall.com/?ttid=wtx00m;http://m.tmall.com
126邮箱;http://smart.mail.126.com;http://smart.mail.126.com
163邮箱;http://smart.mail.163.com;http://smart.mail.163.com
大众点评;http://m.dianping.com/?source=qqbrowser;http://m.dianping.com
聚划算;http://jhs.m.taobao.com/m/index.htm?v=0&ttid=51tx0004;http://jhs.m.taobao.com
快递查询;http://wap.kuaidi100.com;http://wap.kuaidi100.com
蚂蚁短租;http://m.mayi.com/?from=qq_mayi;http://m.mayi.com
NBA热点;http://nba.sina.cn;http://nba.sina.cn
手机阅读;http://wap.cmread.com;http://wap.cmread.com
搜狐网;http://m.sohu.com/?_trans_=000012_qq_9gg;http://m.sohu.com
同城约会;http://3g.yuehui.163.com/mobile/;http://3g.yuehui.163.com
心理测试;http://m.xinli001.com/ceshi/qq/;http://m.xinli001.com/ceshi/
1号店;http://m.yihaodian.com/mw/?tracker_u=10167032091;http://m.yihaodian.com
豆果美食;http://m.douguo.com/platapp/qq;http://m.douguo.com
凤凰军事;http://i.ifeng.com/mil/mili?vt=5&ch=qq_h5js;http://i.ifeng.com/mil/mili
土豆;http://m.tudou.com;http://m.tudou.com
蘑菇街;http://m.mogujie.com/?from=qqb;http://m.mogujie.com
猫扑;http://3g.mop.com/countc_o_2087;http://3g.mop.com
起点文学;http://m.qidian.com;http://m.qidian.com
铁血军事;http://m.tiexue.net/Touch/;http://m.tiexue.net
天涯;http://m.tianya.cn/touch/;http://m.tianya.cn/touch/
宜搜小说;http://book.easou.com/t/index.m?wver=t&cid=htgb;http://book.easou.com
微景旅游;http://m.3dyou.cn;http://m.3dyou.cn
艺龙;http://m.elong.com/?ref=qqbrowser_hot;http://m.elong.com
宜搜音乐;http://mp3.easou.com/index.e?wver=t&cid=htbm;http://mp3.easou.com
堆糖壁纸;http://m.duitang.com/category/wallpaper_avatar/;http://m.duitang.com/category/wallpaper_avatar/
搜狐天气;http://m.sohu.com/weather/?v=3&_trans_=000012_qq_yytq;http://m.sohu.com/weather/
瑞丽;http://wap.rayli.com.cn/iphone/index.shtml;http://wap.rayli.com.cn
时尚网;http://iphone.trends.com.cn;http://iphone.trends.com.cn
汽车之家;http://m.autohome.com.cn/?from=qq-app;http://m.autohome.com.cn
铁友网;http://m.tieyou.com/?utm_source=QQqing;http://m.tieyou.com
当乐网;http://x.d.cn;http://x.d.cn
中国移动手机阅读;http://wap.cmread.com;http://wap.cmread.com
天极网;http://wap.yesky.com;http://wap.yesky.com
有道;http://m.youdao.com;http://m.youdao.com
书旗;http://shuqi.com;http://shuqi.com
博客园;http://m.cnblogs.com;http://m.cnblogs.com
环球网;http://wap.huanqiu.com;http://wap.huanqiu.com
39健康网;http://m.39.net;http://m.40.net
智联招聘;http://m.zhaopin.com;http://m.zhaopin.com
it168;http://m.it168.com;http://m.it169.com
工商银行;http://m.icbc.com.cn;http://m.icbc.com.cn
建设银行;http://m.ccb.com;http://m.ccb.com
招商银行;http://m.cmbchina.com;http://m.cmbchina.com
cnbeta;http://m.cnbeta.com/m;http://m.cnbeta.com/m
一号店;http://m.yhd.com;http://m.yhd.com
糯米网;http://m.nuomi.com;http://m.nuomi.com
17173;http://m.17173.com;http://m.17174.com
有问必答;http://m.120ask.com;http://m.121ask.com
hiapk安卓网;http://m.hiapk.com;http://m.hiapk.com
威锋网;http://m.feng.com;http://m.feng.com
蘑菇街;http://m.mogujie.com;http://m.mogujie.com
泡泡网;http://m.pcpop.com;http://m.pcpop.com
中国银行;http://wap.boc.cn;http://wap.boc.cn
联通营业厅;http://wap.10010.com/t/home.htm;http://wap.10010.com
中国农业银行;http://m.abchina.com/touch/;http://m.abchina.com/touch/
中金在线;http://3g.cnfol.com;http://3g.cnfol.com
满座;http://m.manzuo.com;http://m.manzuo.com
新蛋;http://m.newegg.cn;http://m.newegg.cn
中华英才网;http://m.chinahr.com;http://m.chinahr.com
1905电影网;http://m.1905.com;http://m.1905.com
驱动之家;http://m.mydrivers.com;http://m.mydrivers.com
游民星空;http://wap.gamersky.com;http://wap.gamersky.com
虾米音乐;http://m.xiami.com;http://m.xiami.com
考试吧;http://3g.exam8.com;http://3g.exam8.com
拉手;http://m.lashou.com;http://m.lashou.com
Vogue时尚网;http://m.vogue.com.cn;http://m.vogue.com.cn
梦芭莎;http://t.moonbasa.com;http://t.moonbasa.com
珍爱网;http://m.zhenai.com;http://m.zhenai.com
36kr;http://www.36kr.com;http://www.36kr.com
潇湘书院;http://m.xxsy.net;http://m.xxsy.net
我爱冷笑话;http://www.walxh.com/mobile/joke/;http://www.walxh.com/mobile/joke/
1518姓名测试;http://m.1518.com;http://m.1518.com
晋江文学;http://wap.jjwxc.com;http://wap.jjwxc.com
网上车市;http://a.cheshi.com;http://a.cheshi.com
QQ拼图;http://pintu.html5.qq.com;http://pintu.html5.qq.com
每日一拍;http://m.ai9475.com/meitian/qq;http://m.ai9475.com/meitian/qq
悦图;http://info.3g.qq.com/g/s?aid=image&g_f=22053#home;http://info.3g.qq.com/g/s?aid=image
爱直播;http://live.3g.qq.com/g/touch/ilive.html#?vp=entrance&g_f=22057;http://live.3g.qq.com/g/touch/ilive.html
掌上NBA;http://infoapp.3g.qq.com/g/s?g_f=22827&g_ut=3&aid=nbasearch#home;http://infoapp.3g.qq.com/g/s?aid=nbasearch#home
反应大比拼;http://sqq.3g.qq.com/act/1211h5game/index.jsp;http://sqq.3g.qq.com/act/1211h5game/index.jsp
腾讯新闻;http://news.qq.com;http://news.qq.com
3GQQ;http://pt.3g.qq.com/s?g_f=189&aid=nLoginnew;http://pt.3g.qq.com/s?aid=nLoginnew
大家;http://dajia.qq.com;http://dajia.qq.com
博雅德州扑克;http://html5.boyaa.com/texas/pf/qqbrowser/;http://html5.boyaa.com/texas/pf/qqbrowser/
结伴拼途;http://m.pintour.com/qq/;http://m.pintour.com/qq/
365日历;http://baidu365.duapp.com/qq/Calendar.html;http://baidu365.duapp.com/qq/Calendar.html
爱星座;http://infoapp.3g.qq.com/g/s?aid=astro&g_ut=3&g_f=23030#home;http://infoapp.3g.qq.com/g/s?aid=astro
短片精选;http://m.xinli001.com/movie/qq/;http://m.xinli001.com/movie/qq/
应用中心;http://m.t.qq.com;http://m.t.qq.com
只为你昙花一现;http://huaban.com/fm/qqtanhua/pins/?md=qqapp;http://huaban.com/fm/qqtanhua/
超治愈萌宠;http://huaban.com/fm/qqmengchong/pins/?md=qqapp;http://huaban.com/fm/qqmengchong/pins
